id_cliente,nombre_cliente,edad,genero,ciudad,ingreso_mensual,tipo_empleo,antiguedad_laboral_meses,monto_solicitado,plazo_meses,score_buro_externo,deuda_actual,num_tarjetas_activas,historial_pagos_atrasados,fecha_solicitud,canal_solicitud,dispositivo,ip_pais,resultado_solicitud,fraude_flag,edadrobust_scaler,ingreso_mensualrobust_scaler,antiguedad_laboral_mesesrobust_scaler,monto_solicitadorobust_scaler,plazo_mesesrobust_scaler,score_buro_externorobust_scaler,deuda_actualrobust_scaler,num_tarjetas_activasrobust_scaler,historial_pagos_atrasadosrobust_scaler,edadyeo_norm,edadl2_norm,ingreso_mensualyeo_norm,ingreso_mensuall2_norm,antiguedad_laboral_mesesyeo_norm,antiguedad_laboral_mesesl2_norm,monto_solicitadoyeo_norm,monto_solicitadol2_norm,plazo_mesesyeo_norm,plazo_mesesl2_norm,score_buro_externoyeo_norm,score_buro_externol2_norm,deuda_actualyeo_norm,deuda_actuall2_norm,num_tarjetas_activasyeo_norm,num_tarjetas_activasl2_norm,historial_pagos_atrasadosyeo_norm,historial_pagos_atrasadosl2_norm
CLI-2348,Casemiro Berenguer Marqués,37.0,femenino,quito,2367860.0,empleado,215.0,87154.0,36.0,3550.0,355115.0,0.0,3.0,03-12-2026,desconocido,desconocido,ecuador,rechazado,0.0,-0.3448275862068966,0.08654930877466464,0.9137931034482759,-0.2532239291289849,0.0,-0.8239700374531835,-0.36501059230487154,-0.75,1.0,-0.47186551462805226,1.0,0.173953283996448,1.0,1.3512938076934038,1.0,-0.7563366852381705,1.0,0.0068301062973813,1.0,-1.16889793115219,1.0,-0.5289164216348152,1.0,-1.6454266338532069,0.0,1.364018092104731,1.0
CLI-1215,Felicia Mayoral Goñi,24.0,desconocido,guayaquil,3192890.0,desconocido,237.0,872784.0,24.0,5940.0,1361905.0,0.0,2.0,12-12-2024,app,ios,ecuador,rechazado,0.0,-0.7931034482758621,0.5096069040488985,1.103448275862069,1.5611137797566812,-0.5,0.07116104868913857,0.8107586052258485,-0.75,0.5,-1.2596709610745607,1.0,0.7762554071462803,1.0,1.5885253636917243,1.0,1.366292796178734,1.0,-0.7243013537000694,1.0,0.16782268546918708,1.0,1.2974584025337415,1.0,-1.6454266338532069,0.0,0.8765503230843952,1.0
CLI-4095,Rómulo Emigdio Barbero Ortiz,25.0,femenino,guayaquil,2199075.0,independiente,222.0,288844.0,36.0,7520.0,1305739.0,1.0,2.0,08/07/2025,web,desconocido,ecuador,aprobado,0.0,-0.7586206896551724,0.0,0.9741379310344828,0.21255992905508392,0.0,0.6629213483146067,0.7451657281129348,-0.5,0.5,-1.19530993688497,1.0,0.04494689081865905,1.0,1.4276599138063724,1.0,0.24656466290118592,1.0,0.0068301062973813,1.0,1.0434188431026767,1.0,1.2170288291123097,1.0,-0.9937313799445397,1.0,0.8765503230843952,1.0
CLI-3757,Jordana Sanchez Moraleda,59.0,desconocido,desconocido,4380860.0,jubilado,72.0,93346.0,24.0,4770.0,151356.0,3.0,1.0,26/03/2026,app,ios,ecuador,pendiente,0.0,0.41379310344827586,1.118772305862083,-0.31896551724137934,-0.23892409448237,-0.5,-0.36704119850187267,-0.6029684146110744,0.0,0.0,0.6974843537928508,1.0,1.582062170417017,1.0,-0.4943771528149459,1.0,-0.7041009424456799,1.0,-0.7243013537000694,1.0,-0.48437442147189985,1.0,-1.1473876137377435,1.0,0.08972016254826615,1.0,0.1590477084166273,1.0
CLI-3314,Joaquina del Almeida,38.0,femenino,manta,4022630.0,empleado,66.0,187393.0,36.0,6720.0,67451.0,5.0,2.0,desconocido,sucursal,android,ecuador,aprobado,0.0,-0.3103448275862069,0.9350796857693727,-0.3706896551724138,-0.02173149935798546,0.0,0.36329588014981273,-0.7009559934694412,0.5,0.5,-0.4149408651735799,1.0,1.3452865209485443,1.0,-0.5921759567055255,1.0,-0.13872615998958843,1.0,0.0068301062973813,1.0,0.6007408968792451,1.0,-1.5155401077011286,1.0,1.0312249847783386,1.0,0.8765503230843952,1.0
CLI-2125,Donato Arregui Quesada,35.0,femenino,guayaquil,2199075.0,empleado,56.0,238253.0,60.0,7710.0,493128.0,3.0,1.0,05-19-2025,app,desktop,ecuador,aprobado,0.0,-0.41379310344827586,0.0,-0.45689655172413796,0.09572482979686475,1.0,0.7340823970037453,-0.2038335501622129,0.0,0.0,-0.5870752304386575,1.0,0.04494689081865905,1.0,-0.7623349151880522,1.0,0.07168815762807565,1.0,1.3307640862439178,1.0,1.1483720913918585,1.0,-0.20036140568697564,1.0,0.08972016254826615,1.0,0.1590477084166273,1.0
CLI-1491,Nadia del Cortina,18.0,otro,cuenca,929660.0,jubilado,128.0,278649.0,12.0,0.0,863639.0,4.0,1.0,18 de November de 2024,call center,desktop,ecuador,pendiente,0.0,-1.0,-0.6509286417524716,0.16379310344827586,0.1890155469132495,-1.0,-2.153558052434457,0.22886385559897324,0.25,0.0,-1.663682524383616,1.0,-1.025895081346142,1.0,0.3130423455107314,1.0,0.21350525663020087,1.0,-1.5406771205288021,1.0,-3.2212900173237156,0.0,0.5204046602955958,1.0,0.5731179750185994,1.0,0.1590477084166273,1.0
CLI-1788,Angelita Chico Gonzalez,36.0,femenino,desconocido,2199075.0,desempleado,40.0,64166.0,60.0,8260.0,824048.0,2.0,0.0,23 de March de 2026,app,ios,ecuador,pendiente,0.0,-0.3793103448275862,0.0,-0.5948275862068966,-0.30631252713550666,1.0,0.9400749063670412,0.1826279193069573,-0.25,-0.5,-0.5292383727752412,1.0,0.04494689081865905,1.0,-1.0585238691968175,1.0,-0.9822769285411529,1.0,1.3307640862439178,1.0,1.4518154193319097,1.0,0.45101948212380105,1.0,-0.42741696705649357,1.0,-1.154978408707881,0.0
CLI-3308,Anselmo Ramis Parra,60.0,masculino,machala,3768430.0,independiente,97.0,139651.0,12.0,8440.0,98939.0,5.0,0.0,13/07/2025,web,desconocido,ecuador,pendiente,0.0,0.4482758620689655,0.804731406653813,-0.10344827586206896,-0.13198710428348406,-1.0,1.0074906367041199,-0.6641830611877863,0.5,-0.5,0.747235570809405,1.0,1.1742195964342643,1.0,-0.11393478994525327,1.0,-0.38526719070521925,1.0,-1.5406771205288021,1.0,1.5510097104634137,1.0,-1.3615966328295426,1.0,1.0312249847783386,1.0,-1.154978408707881,0.0
CLI-2937,Remigio del Pinilla,20.0,otro,cuenca,293480.0,independiente,9.0,352862.0,12.0,7860.0,30349.0,6.0,3.0,05/03/2025,app,desktop,peru,aprobado,0.0,-0.9310344827586207,-0.9771480288796817,-0.8620689655172413,0.36040340683399075,-1.0,0.7902621722846442,-0.7442851770795135,0.75,1.0,-1.5252770679937777,1.0,-1.701309911816014,1.0,-1.8037703271338996,1.0,0.4343843483452117,1.0,-1.5406771205288021,1.0,1.2311829118773159,1.0,-1.747688232455327,1.0,1.4693164031674129,1.0,1.364018092104731,1.0
CLI-2317,Bartolomé Amigó Catalá,50.0,femenino,manta,2793030.0,desempleado,37.0,304928.0,12.0,8300.0,85976.0,4.0,3.0,desconocido,app,android,ecuador,rechazado,0.0,0.10344827586206896,0.3045673175534315,-0.6206896551724138,0.2497043961830157,-1.0,0.9550561797752809,-0.6793217654931436,0.25,1.0,0.23787146391646838,1.0,0.4896732699997436,1.0,-1.1183057357088202,1.0,0.2967922597342609,1.0,-1.5406771205288021,1.0,1.473863352385727,1.0,-1.4218876028030822,1.0,0.5731179750185994,1.0,1.364018092104731,1.0
CLI-1683,Anselmo Soria Landa,56.0,femenino,quito,1382070.0,independiente,16.0,6013.0,36.0,4920.0,4855.0,2.0,0.0,08-09-2025,app,ios,ecuador,aprobado,0.0,0.3103448275862069,-0.4189425483037289,-0.8017241379310345,-0.4406113456440006,0.0,-0.31086142322097376,-0.7740580789973397,-0.25,-0.5,0.5467223259835524,1.0,-0.6184457267228674,1.0,-1.5993022202629956,1.0,-2.391213864148339,1.0,0.0068301062973813,1.0,-0.40054847849444347,1.0,-2.0121849450436047,1.0,-0.42741696705649357,1.0,-1.154978408707881,0.0
CLI-1282,Azahar Plaza,48.0,otro,cuenca,3552790.0,independiente,95.0,539707.0,48.0,6840.0,1311831.0,1.0,2.0,desconocido,web,android,ecuador,aprobado,0.0,0.034482758620689655,0.6941558641342249,-0.1206896551724138,0.7919041504623429,0.5,0.40823970037453183,0.752280206754317,-0.5,0.5,0.1325511349327879,1.0,1.0269364618815142,1.0,-0.14300134766817957,1.0,0.8543124035414508,1.0,0.6867732139686339,1.0,0.667225209871084,1.0,1.2258253867857183,1.0,-0.9937313799445397,1.0,0.8765503230843952,1.0
CLI-3651,Consuela Mínguez Diéguez,51.0,desconocido,machala,724650.0,empleado,38.0,247323.0,60.0,5750.0,114799.0,0.0,1.0,2024-08-27,call center,android,peru,rechazado,0.0,0.13793103448275862,-0.7560533494687616,-0.6120689655172413,0.1166711315159857,1.0,0.0,-0.6456611256572017,-0.75,0.0,0.2900687935278137,1.0,-1.225627306062719,1.0,-1.0982001927342542,1.0,0.10518581636657796,1.0,1.3307640862439178,1.0,0.062153721058298174,1.0,-1.2923939581079407,1.0,-1.6454266338532069,0.0,0.1590477084166273,1.0
CLI-4052,Ildefonso Escribano Marin,24.0,masculino,machala,2385190.0,independiente,76.0,82407.0,60.0,4890.0,590695.0,6.0,1.0,desconocido,desconocido,android,ecuador,rechazado,0.0,-0.7931034482758621,0.09543575911720063,-0.28448275862068967,-0.2641866738104256,1.0,-0.32209737827715357,-0.08989094714124553,0.75,0.0,-1.2596709610745607,1.0,0.18707265468998682,1.0,-0.43074453660333284,1.0,-0.798522770344863,1.0,1.3307640862439178,1.0,-0.41730835039344627,1.0,0.007692638618927532,1.0,1.4693164031674129,1.0,0.1590477084166273,1.0
CLI-1960,Fidela Gimenez Chacón,35.0,femenino,cuenca,1018410.0,desempleado,180.0,53152.0,60.0,7770.0,630215.0,6.0,1.0,10 de July de 2025,app,desconocido,ecuador,aprobado,0.0,-0.41379310344827586,-0.605419555318538,0.6120689655172413,-0.3317483118250764,1.0,0.7565543071161048,-0.04373792745847747,0.75,0.0,-0.5870752304386575,1.0,-0.9427877679067952,1.0,0.9554999871692291,1.0,-1.1156505907181617,1.0,1.3307640862439178,1.0,1.181501341804303,1.0,0.08759213050833556,1.0,1.4693164031674129,1.0,0.1590477084166273,1.0
CLI-1582,Alex Huguet Río,74.0,femenino,desconocido,4230420.0,independiente,89.0,966954.0,12.0,8090.0,919787.0,2.0,1.0,12 de September de 2024,call center,desconocido,ecuador,rechazado,0.0,0.9310344827586207,1.041629917545227,-0.1724137931034483,1.778590431673949,-1.0,0.8764044943820225,0.2944357115996833,-0.25,0.0,1.4203727179882517,1.0,1.4832118401968843,1.0,-0.23150688136671793,1.0,1.4807993707646734,1.0,-1.5406771205288021,1.0,1.358080934401652,1.0,0.616444777487824,1.0,-0.42741696705649357,1.0,0.1590477084166273,1.0
CLI-4824,Gerardo Meléndez Heras,30.0,femenino,sto. domingo,1010860.0,desempleado,18.0,227604.0,60.0,5950.0,456137.0,3.0,0.0,08-14-2024,desconocido,android,ecuador,aprobado,0.0,-0.5862068965517241,-0.6092910325306642,-0.7844827586206896,0.0711319778666642,1.0,0.0749063670411985,-0.24703310358036254,0.0,-0.5,-0.8838487923359118,1.0,-0.9497885624222641,1.0,-1.5467711588774813,1.0,0.030972679124750106,1.0,1.3307640862439178,1.0,0.17338178036141322,1.0,-0.2839341006999017,1.0,0.08972016254826615,1.0,-1.154978408707881,0.0
CLI-3785,Custodio Noguera Torre,51.0,femenino,guayaquil,3511990.0,jubilado,12.0,556482.0,36.0,3050.0,1320148.0,6.0,0.0,20 de November de 2024,app,desconocido,ecuador,rechazado,0.0,0.13793103448275862,0.6732345038355827,-0.8362068965517241,0.8306444163210257,0.0,-1.0112359550561798,0.7619931284319885,0.75,-0.5,0.2900687935278137,1.0,0.9988332361362201,1.0,-1.7114433593027265,1.0,0.8857148966888447,1.0,0.0068301062973813,1.0,-1.451094526480961,1.0,1.2378056935968953,1.0,1.4693164031674129,1.0,-1.154978408707881,0.0
CLI-1062,Leonel Bernardo Feliu Rivero,31.0,femenino,ibarra,4498250.0,jubilado,178.0,158798.0,24.0,6290.0,800475.0,2.0,0.0,01/11/2025,web,ios,ecuador,aprobado,0.0,-0.5517241379310345,1.1789673667801617,0.5948275862068966,-0.0877689301913111,-0.5,0.20224719101123595,0.1550984371970916,-0.25,-0.5,-0.8234160113523812,1.0,1.6586347405161581,1.0,0.932106923821541,1.0,-0.27901883042581455,1.0,-0.7243013537000694,1.0,0.3622508330705719,1.0,0.40900702280505224,1.0,-0.42741696705649357,1.0,-1.154978408707881,0.0
CLI-4162,Isidoro Bernabé Solís Mateu,51.0,masculino,quito,514350.0,empleado,61.0,238121.0,60.0,4130.0,389635.0,4.0,0.0,2025-08-24,app,desconocido,ecuador,aprobado,0.0,0.13793103448275862,-0.8638906551257333,-0.41379310344827586,0.0954199883605997,1.0,-0.6067415730337079,-0.3246967704564618,0.25,-0.5,0.2900687935278137,1.0,-1.4452728531714354,1.0,-0.6760490593057004,1.0,0.07119284865454656,1.0,1.3307640862439178,1.0,-0.8428217374245156,1.0,-0.4421086511476459,1.0,0.5731179750185994,1.0,-1.154978408707881,0.0
CLI-4390,Cecilio Mora Gomis,32.0,masculino,guayaquil,4344410.0,independiente,187.0,524337.0,12.0,3750.0,23726.0,1.0,0.0,2025-03-12,web,ios,ecuador,aprobado,0.0,-0.5172413793103449,1.100081531771752,0.6724137931034483,0.7564085983760265,-1.0,-0.7490636704119851,-0.7520197785309045,-0.5,-0.5,-0.763543483957753,1.0,1.5581870717052473,1.0,1.0366708132147295,1.0,0.8248166896799647,1.0,-1.5406771205288021,1.0,-1.0563136590852213,1.0,-1.8007333284111326,1.0,-0.9937313799445397,1.0,-1.154978408707881,0.0
CLI-2477,José Luis Lara,22.0,masculino,machala,2199075.0,independiente,95.0,52142.0,12.0,6530.0,155496.0,4.0,2.0,desconocido,web,ios,ecuador,pendiente,0.0,-0.8620689655172413,0.0,-0.1206896551724138,-0.33408081069346807,-1.0,0.29213483146067415,-0.5981335588042257,0.25,0.5,-1.3907510032894055,1.0,0.04494689081865905,1.0,-0.14300134766817957,1.0,-1.1290061927699435,1.0,-1.5406771205288021,1.0,0.4954114496842367,1.0,-1.131995848669792,1.0,0.5731179750185994,1.0,0.8765503230843952,1.0
CLI-4137,Aurora Lopez Gonzalo,55.0,otro,loja,2350890.0,independiente,124.0,12072.0,12.0,4250.0,942557.0,1.0,0.0,2026-02-13,app,desconocido,peru,aprobado,0.0,0.27586206896551724,0.07784745867005784,0.12931034482758622,-0.42661866183847097,-1.0,-0.5617977528089888,0.321027418537351,-0.5,-0.5,0.49594657480158233,1.0,0.16108425294346596,1.0,0.2601583786421341,1.0,-2.0321262365857513,1.0,-1.5406771205288021,1.0,-0.7755103184242059,1.0,0.6546520737979088,1.0,-0.9937313799445397,1.0,-1.154978408707881,0.0
CLI-1215,Ambrosio Barrera,47.0,desconocido,desconocido,2199075.0,desconocido,109.0,196803.0,36.0,5750.0,667667.0,3.0,1.0,desconocido,desconocido,desconocido,ecuador,rechazado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07941182896138738,1.0,0.04494689081865905,1.0,0.05629167104489695,1.0,-0.09646962235387585,1.0,0.0068301062973813,1.0,0.062153721058298174,1.0,0.161293931918486,1.0,0.08972016254826615,1.0,0.1590477084166273,1.0
CLI-2873,Isidro Berenguer-Macias,54.0,desconocido,guayaquil,249430.0,empleado,198.0,335045.0,12.0,7510.0,153625.0,6.0,2.0,desconocido,app,desktop,ecuador,aprobado,0.0,0.2413793103448276,-0.9997359191040736,0.7672413793103449,0.3192567411526701,-1.0,0.6591760299625468,-0.6003185866338426,0.75,0.5,0.44489989639032784,1.0,-1.7572526902333037,1.0,1.1621134229268408,1.0,0.38517531453058396,1.0,-1.5406771205288021,1.0,1.03789311549748,1.0,-1.1389292062754663,1.0,1.4693164031674129,1.0,0.8765503230843952,1.0
CLI-4728,María Manuela Martínez Navarrete,61.0,femenino,machala,2815510.0,empleado,79.0,1180734.0,60.0,4250.0,145223.0,6.0,0.0,08/07/2025,web,android,peru,rechazado,0.0,0.4827586206896552,0.3160945768552324,-0.25862068965517243,2.272294994134112,1.0,-0.5617977528089888,-0.6101307746746983,0.75,-0.5,0.7967443292520429,1.0,0.5060332181968359,1.0,-0.3837797914588617,1.0,1.709679133589617,1.0,1.3307640862439178,1.0,-0.7755103184242059,1.0,-1.1705347239347863,1.0,1.4693164031674129,1.0,-1.154978408707881,0.0
CLI-3732,Rosalinda Ros Camacho,72.0,femenino,cuenca,2199075.0,empleado,158.0,63936.0,12.0,6100.0,1441813.0,0.0,0.0,10/07/2024,app,desconocido,ecuador,pendiente,0.0,0.8620689655172413,0.0,0.4224137931034483,-0.30684369024415026,-1.0,0.13108614232209737,0.9040783293354292,-0.75,-0.5,1.3266661942191638,1.0,0.04494689081865905,1.0,0.6928717622509784,1.0,-0.9848592120507136,1.0,-1.5406771205288021,1.0,0.2567396314036662,1.0,1.4094066032239243,1.0,-1.6454266338532069,0.0,-1.154978408707881,0.0
CLI-4141,Artemio Marquez Morillo,18.0,femenino,loja,202380.0,empleado,213.0,370059.0,48.0,7850.0,722243.0,5.0,1.0,desconocido,web,android,ecuador,aprobado,0.0,-1.0,-1.023862144644542,0.896551724137931,0.4001182415267937,0.5,0.7865168539325843,0.0637360122015878,0.5,0.0,-1.663682524383616,1.0,-1.819692194559314,1.0,1.3293160063010825,1.0,0.47995226477072533,1.0,0.6867732139686339,1.0,1.2256634621766858,1.0,0.2655044655883836,1.0,1.0312249847783386,1.0,0.1590477084166273,1.0
CLI-2440,Celso del Torralba,23.0,masculino,machala,3243360.0,estudiante,177.0,115593.0,60.0,7610.0,915807.0,0.0,1.0,2026-01-31,desconocido,ios,colombia,pendiente,0.0,-0.8275862068965517,0.5354868318496944,0.5862068965517241,-0.18754676544760884,1.0,0.6966292134831461,0.28978771012353405,-0.75,0.0,-1.3248039713607136,1.0,0.811799969888919,1.0,0.920375985307669,1.0,-0.5375618881682342,1.0,1.3307640862439178,1.0,1.0931419276795205,1.0,0.6097238105741917,1.0,-1.6454266338532069,0.0,0.1590477084166273,1.0
CLI-4208,Sebastian Atienza Agudo,19.0,desconocido,quito,341330.0,independiente,11.0,967896.0,12.0,3150.0,629824.0,0.0,0.0,30/04/2025,desconocido,android,ecuador,aprobado,0.0,-0.9655172413793104,-0.9526115805882595,-0.8448275862068966,1.7807658910145678,-1.0,-0.9737827715355806,-0.04419455272912429,-0.75,-0.5,-1.5939640155838737,1.0,-1.642766780386363,1.0,-1.7412941433400335,1.0,1.4818968856560153,1.0,-1.5406771205288021,1.0,-1.394565862905559,1.0,0.08681263924330625,1.0,-1.6454266338532069,0.0,-1.154978408707881,0.0
CLI-3471,Elías Sancho Vilanova,49.0,femenino,guayaquil,4136520.0,jubilado,59.0,927992.0,12.0,6770.0,1289561.0,3.0,1.0,2024-10-18,web,ios,ecuador,aprobado,0.0,0.06896551724137931,0.9934800221520286,-0.43103448275862066,1.6886114010697164,-1.0,0.38202247191011235,0.726272419600085,0.0,0.0,0.1853682330189416,1.0,1.4210883782312336,1.0,-0.7102588497352234,1.0,1.4346038404087358,1.0,-1.5406771205288021,1.0,0.6284463695714099,1.0,1.1935802600906116,1.0,0.08972016254826615,1.0,0.1590477084166273,1.0
CLI-4149,Jordán Saturnino Alegria Pedrosa,53.0,femenino,ibarra,1509740.0,jubilado,110.0,81306.0,12.0,7840.0,101775.0,3.0,1.0,02/03/2025,web,desktop,ecuador,pendiente,0.0,0.20689655172413793,-0.3534761250358945,0.008620689655172414,-0.26672932851745446,-1.0,0.7827715355805244,-0.6608710681761383,0.0,0.0,0.39357587886174883,1.0,-0.5096349522120378,1.0,0.07017471510373664,1.0,-0.8085961459282167,1.0,-1.5406771205288021,1.0,1.220143831841577,1.0,-1.3488813159708957,1.0,0.08972016254826615,1.0,0.1590477084166273,1.0
